analysis,x,time,estimate,lcl,ucl,natrisk
Plague,1,0.0547178571,0.0046713053,0.0040973729,0.005309008,
Plague,1,0.0547680427,0.0046923315,0.0041170092,0.0053314178,
Plague,1,0.0548763399,0.0047133614,0.0041366519,0.0053538286,
Plague,1,0.054932752,0.0047343927,0.0041562991,0.0053762378,
Plague,1,0.0557503485,0.0047554447,0.0041759675,0.0053986674,
Plague,1,0.0559906605,0.0047765004,0.0041956424,0.0054210981,
Plague,1,0.056475344,0.0047975684,0.0042153311,0.0054435396,
Plague,1,0.0568268957,0.0048186426,0.0042350284,0.0054659849,
Plague,1,0.0569118602,0.0048397172,0.0042547291,0.0054884276,
Plague,1,0.0570065583,0.0048607938,0.0042744346,0.0055108693,
Plague,1,0.0573411311,0.0048818745,0.0042941468,0.0055333128,
Plague,1,0.0575318808,0.0049029596,0.0043138659,0.005555758,
Plague,1,0.058006182,0.0049240531,0.0043335954,0.0055782099,
Plague,1,0.0589936546,0.0049451666,0.0043533454,0.0056006814,
Plague,1,0.0590874137,0.0049662815,0.0043730997,0.0056231514,
Plague,1,0.0593205717,0.0049874026,0.0043928624,0.0056456254,
Plague,1,0.0596288476,0.005008528,0.0044126318,0.0056681013,
Plague,1,0.0597367998,0.0050296576,0.0044324079,0.0056905791,
Plague,1,0.0599828819,0.0050507901,0.0044521894,0.0057130571,
Plague,1,0.0602231718,0.0050719293,0.0044719798,0.0057355398,
Plague,1,0.0605454509,0.0050930752,0.0044917789,0.0057580271,
Plague,1,0.0606731869,0.005114223,0.0045115825,0.0057805136,
Plague,1,0.0606969437,0.0051353717,0.0045313899,0.0058029984,
Plague,1,0.0607492253,0.0051565228,0.0045512022,0.0058254829,
Plague,1,0.0612693807,0.0051776849,0.0045710271,0.005847977,
Plague,1,0.0615999723,0.0051988528,0.0045908598,0.0058704748,
Plague,1,0.0619461444,0.005220024,0.0046106982,0.0058929735,
Plague,1,0.0620165532,0.0052411971,0.0046305412,0.0059154716,
Plague,1,0.0624121392,0.005262377,0.0046503928,0.0059379744,
Plague,1,0.0624288856,0.0052835568,0.0046702472,0.0059604745,
Plague,1,0.0630802231,0.0053047482,0.0046901145,0.0059829848,
Plague,1,0.0631519917,0.005325941,0.0047099858,0.006005494,
Plague,1,0.0633561209,0.0053471381,0.0047298636,0.0060280053,
Plague,1,0.0636532105,0.0053683415,0.0047497496,0.006050521,
Plague,1,0.0636705234,0.0053895449,0.0047696384,0.0060730339,
Plague,1,0.0640867663,0.0054107589,0.0047895391,0.0060955562,
Plague,1,0.0646767988,0.0054319816,0.0048094502,0.0061180855,
Plague,1,0.0648132136,0.0054532062,0.0048293657,0.0061406143,
Plague,1,0.0650249637,0.0054744342,0.0048492867,0.0061631443,
Plague,1,0.0651537871,0.0054956627,0.0048692108,0.0061856721,
Plague,1,0.0654431411,0.0055168946,0.0048891405,0.0062082012,
Plague,1,0.0656094264,0.0055381293,0.0049090754,0.0062307309,
Plague,1,0.0656513924,0.005559366,0.0049290146,0.0062532601,
Plague,1,0.0656572513,0.0055806028,0.0049489563,0.0062757868,
Plague,1,0.0659964588,0.0056018443,0.0049689048,0.0062983163,
Plague,1,0.0660636484,0.0056230859,0.0049888559,0.0063208433,
Plague,1,0.0660971223,0.0056443279,0.00500881,0.0063433682,
Plague,1,0.0662819403,0.0056655738,0.00502877,0.006365895,
Plague,1,0.0663620529,0.0056868212,0.0050487337,0.0063884209,
Plague,1,0.0665494275,0.0057080714,0.0050687026,0.0064109475,
Plague,1,0.0672834891,0.0057293348,0.0050886855,0.0064334864,
Plague,1,0.0675565822,0.0057506021,0.0051086743,0.0064560273,
Plague,1,0.0676614397,0.0057718704,0.0051286664,0.0064785667,
Plague,1,0.0680335682,0.0057931459,0.0051486674,0.0065011118,
Plague,1,0.068128469,0.005814422,0.0051686713,0.0065236551,
Plague,1,0.0681737976,0.005835699,0.0051886784,0.006546197,
Plague,1,0.0683662514,0.0058569804,0.0052086919,0.0065687414,
Plague,1,0.0686742503,0.0058782701,0.005228715,0.0065912928,
Plague,1,0.0688785047,0.0058995637,0.0052487441,0.0066138461,
Plague,1,0.0691021962,0.0059208607,0.0052687785,0.0066364008,
Plague,1,0.0695941307,0.0059421665,0.005288823,0.0066589631,
Plague,1,0.0696057305,0.0059634723,0.00530887,0.0066815229,
Plague,1,0.0696189965,0.0059847796,0.0053289205,0.0067040821,
Plague,1,0.0699078938,0.0060060928,0.0053489786,0.0067266455,
Plague,1,0.0699263828,0.0060274059,0.005369039,0.0067492066,
Plague,1,0.0700326401,0.0060487206,0.005389103,0.006771767,
Plague,1,0.0701489457,0.0060700381,0.0054091719,0.0067943284,
Plague,1,0.0705566899,0.0060913631,0.0054292497,0.0068168957,
Plague,1,0.0705713313,0.006112688,0.0054493297,0.0068394608,
Plague,1,0.0709125275,0.0061340174,0.0054694158,0.0068620285,
Plague,1,0.0710612228,0.0061553492,0.0054895065,0.0068845967,
Plague,1,0.071132298,0.0061766825,0.0055096006,0.0069071643,
Plague,1,0.0712006619,0.0061980168,0.0055296979,0.0069297307,
Plague,1,0.0712853531,0.006219353,0.0055497991,0.0069522971,
Plague,1,0.0713502532,0.0062406902,0.0055699034,0.0069748624,
Plague,1,0.0715555092,0.0062620304,0.0055900125,0.0069974288,
Plague,1,0.0717547935,0.006283374,0.0056101268,0.0070199968,
Plague,1,0.0724456289,0.0063047295,0.0056302538,0.0070425759,
Plague,1,0.0725247855,0.0063260859,0.0056503839,0.0070651539,
Plague,1,0.072641725,0.0063474448,0.0056705184,0.0070877325,
Plague,1,0.0726788646,0.0063688047,0.0056906558,0.00711031,
Plague,1,0.0727967925,0.0063901676,0.0057107981,0.0071328887,
Plague,1,0.072847961,0.006411531,0.0057309428,0.0071554658,
Plague,1,0.073428769,0.0064329007,0.0057510955,0.0071780479,
Plague,1,0.0734404722,0.0064542705,0.0057712502,0.0072006279,
Plague,1,0.0734819056,0.0064756403,0.005791407,0.0072232058,
Plague,1,0.0735870939,0.0064970131,0.0058115686,0.0072457849,
Plague,1,0.073644279,0.0065183863,0.0058317326,0.0072683624,
Plague,1,0.0739456086,0.006539766,0.0058519045,0.0072909451,
Plague,1,0.0739788625,0.0065611457,0.0058720784,0.0073135257,
Plague,1,0.0743445855,0.0065825328,0.005892261,0.0073361125,
Plague,1,0.0746252242,0.0066039248,0.00591245,0.0073587028,
Plague,1,0.0746552107,0.0066253169,0.0059326411,0.0073812911,
Plague,1,0.0746674904,0.0066467095,0.0059528347,0.0074038778,
Plague,1,0.0748064802,0.0066681035,0.0059730316,0.0074264642,
Plague,1,0.0752236042,0.0066895046,0.0059932366,0.0074490563,
Plague,1,0.0759146915,0.006710915,0.0060134521,0.007471657,
Plague,1,0.0759522316,0.0067323265,0.0060336705,0.0074942568,
Plague,1,0.0764092386,0.0067537479,0.0060538998,0.0075168656,
Plague,1,0.0765057631,0.0067751718,0.0060741333,0.0075394753,
Plague,1,0.0765512049,0.0067965962,0.0060943691,0.0075620836,
Plague,1,0.0774782834,0.0068180361,0.0061146208,0.0075847071,
Plague,1,0.0779687043,0.006839486,0.0061348833,0.0076073398,
Plague,1,0.0786319823,0.0068609479,0.0061551585,0.007629984,
Plague,1,0.0786921005,0.0068824113,0.006175437,0.0076526279,
Plague,1,0.0790412002,0.0069038828,0.0061957246,0.0076752788,
Plague,1,0.079049372,0.0069253542,0.0062160141,0.0076979277,
Plague,1,0.0794733924,0.0069468342,0.0062363132,0.0077205843,
Plague,1,0.0795651847,0.0069683142,0.0062566142,0.0077432389,
Plague,1,0.0798504857,0.0069898033,0.0062769252,0.0077659017,
Plague,1,0.0798737694,0.0070112933,0.006297239,0.0077885636,
Plague,1,0.0800504135,0.0070327864,0.0063175574,0.0078112271,
Plague,1,0.0801176107,0.007054282,0.0063378799,0.0078338914,
Plague,1,0.0801394941,0.0070757786,0.0063582051,0.007856555,
Plague,1,0.0802995901,0.0070972802,0.0063785368,0.0078792223,
Plague,1,0.0804466861,0.0071187839,0.0063988721,0.00790189,
Plague,1,0.0807357956,0.0071402957,0.0064192164,0.0079245647,
Plague,1,0.0807487021,0.0071618089,0.006439564,0.0079472394,
Plague,1,0.0808842552,0.0071833232,0.0064599143,0.0079699132,
Plague,1,0.0811526161,0.007204841,0.0064802696,0.0079925892,
Plague,1,0.0812585788,0.0072263608,0.0065006286,0.0080152656,
Plague,1,0.0813679447,0.0072478827,0.0065209911,0.0080379424,
Plague,1,0.0814222882,0.0072694055,0.0065413564,0.0080606185,
Plague,1,0.081513144,0.0072909299,0.0065617248,0.0080832945,
Plague,1,0.0816587015,0.0073124553,0.0065820959,0.0081059698,
Plague,1,0.0816981961,0.0073339807,0.0066024688,0.0081286432,
Plague,1,0.0821696145,0.0073555142,0.0066228507,0.008151324,
Plague,1,0.0831054622,0.0073770665,0.0066432512,0.0081740237,
Plague,1,0.0831464276,0.0073986192,0.006663654,0.0081967223,
Plague,1,0.0831598035,0.0074201725,0.0066840589,0.0082194197,
Plague,1,0.0833069855,0.0074417278,0.0067044674,0.0082421175,
Plague,1,0.0839875987,0.0074632944,0.0067248878,0.008264826,
Plague,1,0.0841027222,0.0074848619,0.0067453107,0.0082875339,
Plague,1,0.0841453487,0.007506431,0.0067657368,0.0083102418,
Plague,1,0.0842538325,0.0075280016,0.0067861659,0.0083329496,
Plague,1,0.084319016,0.0075495721,0.0068065968,0.0083556556,
Plague,1,0.0853883474,0.0075711616,0.0068270463,0.0083783809,
Plague,1,0.0856309995,0.0075927567,0.0068475026,0.0084011107,
Plague,1,0.0861143891,0.00761436,0.006867968,0.0084238479,
Plague,1,0.086307508,0.0076359648,0.0068884364,0.0084465851,
Plague,1,0.0863137486,0.0076575707,0.0069089074,0.0084693217,
Plague,1,0.0864384904,0.0076791796,0.0069293829,0.00849206,
Plague,1,0.0866418348,0.0077007937,0.0069498646,0.0085148023,
Plague,1,0.0871421447,0.007722419,0.0069703582,0.0085375554,
Plague,1,0.0876005745,0.0077440531,0.0069908613,0.0085603165,
Plague,1,0.0876433302,0.0077656882,0.007011367,0.0085830771,
Plague,1,0.087825739,0.0077873259,0.0070318766,0.0086058389,
Plague,1,0.0881692556,0.0078089682,0.007052392,0.0086286041,
Plague,1,0.088901446,0.0078306219,0.0070729193,0.0086513803,
Plague,1,0.0892649099,0.0078522786,0.0070934511,0.0086741582,
Plague,1,0.0902443606,0.0078739504,0.0071139979,0.0086969511,
Plague,1,0.0904328144,0.0078956253,0.0071345492,0.0087197458,
Plague,1,0.0909318205,0.007917311,0.0071551118,0.0087425509,
Plague,1,0.0909398143,0.0079389967,0.0071756761,0.0087653543,
Plague,1,0.0909609362,0.007960684,0.0071962434,0.0087881578,
Plague,1,0.0914760277,0.0079823791,0.0072168193,0.0088109684,
Plague,1,0.0916658412,0.0080040794,0.0072374015,0.008833783,
Plague,1,0.0916724139,0.0080257797,0.0072579853,0.0088565961,
Plague,1,0.0920856772,0.0080474872,0.0072785773,0.0088794156,
Plague,1,0.0921201439,0.0080691948,0.0072991708,0.0089022334,
Plague,1,0.092375487,0.0080909086,0.0073197715,0.0089250566,
Plague,1,0.0927696378,0.0081126297,0.0073403804,0.0089478863,
Plague,1,0.0937892071,0.0081343696,0.0073610078,0.0089707352,
Plague,1,0.0942601364,0.0081561142,0.007381641,0.0089935877,
Plague,1,0.0942778804,0.0081778588,0.0074022757,0.0090164386,
Plague,1,0.0944531652,0.0081996081,0.0074229163,0.0090392932,
Plague,1,0.0944800401,0.008221358,0.0074435589,0.0090621467,
Plague,1,0.0945056704,0.0082431083,0.0074642035,0.0090849993,
Plague,1,0.0945361229,0.0082648592,0.0074848501,0.0091078509,
Plague,1,0.0945373828,0.0082866101,0.0075054982,0.0091307009,
Plague,1,0.0945822579,0.008308361,0.0075261479,0.0091535494,
Plague,1,0.094912944,0.0083301187,0.0075468052,0.0091764039,
Plague,1,0.0958578173,0.0083518943,0.0075674802,0.0091992766,
Plague,1,0.0959445307,0.0083736698,0.0075881567,0.0092221477,
Plague,1,0.0961725662,0.0083954501,0.0076088389,0.0092450225,
Plague,1,0.0966061357,0.0084172399,0.0076295312,0.0092679063,
Plague,1,0.0969036066,0.0084390345,0.0076502293,0.0092907939,
Plague,1,0.0972534449,0.008460839,0.007670938,0.0093136909,
Plague,1,0.0977819733,0.0084826563,0.0076916596,0.0093366005,
Plague,1,0.0981859956,0.0085044761,0.007712385,0.0093595115,
Plague,1,0.0982609014,0.0085262976,0.0077331134,0.0093824227,
Plague,1,0.0986065082,0.0085481265,0.00775385,0.0094053406,
Plague,1,0.0986233389,0.0085699554,0.007774588,0.0094282571,
Plague,1,0.0991095476,0.0085917933,0.0077953357,0.0094511819,
Plague,1,0.0995642932,0.0086136392,0.007816092,0.0094741141,
Plague,1,0.0997738227,0.0086354898,0.0078368541,0.0094970501,
Plague,1,0.0999174584,0.0086573437,0.0078576205,0.0095199881,
Plague,1,0.0999403182,0.0086791975,0.0078783884,0.0095429247,
Plague,1,0.0999886278,0.0087010524,0.0078991587,0.0095658609,
Plague,1,0.1000473297,0.0087229089,0.0079199319,0.0095887974,
Plague,1,0.1001301203,0.008744767,0.0079407079,0.0096117343,
Plague,1,0.1003421098,0.0087666262,0.0079614864,0.0096346708,
Plague,1,0.1007525877,0.0087884928,0.007982273,0.0096576142,
Plague,1,0.1009987116,0.0088103632,0.0080030644,0.0096805602,
Plague,1,0.1010560886,0.0088322341,0.0080238577,0.0097035053,
Plague,1,0.1014351952,0.0088541151,0.0080446616,0.0097264602,
Plague,1,0.1016671697,0.0088759977,0.0080654684,0.0097494155,
Plague,1,0.1018204041,0.008897882,0.008086278,0.009772371,
Plague,1,0.1020337263,0.0089197705,0.0081070929,0.0097953299,
Plague,1,0.1021867244,0.0089416611,0.0081279111,0.0098182897,
Plague,1,0.102330076,0.0089635571,0.0081487356,0.009841254,
Plague,1,0.1025652046,0.008985458,0.0081695658,0.0098642222,
Plague,1,0.1027542078,0.0090073636,0.0081904018,0.0098871943,
Plague,1,0.1029008712,0.0090292725,0.008211242,0.0099101685,
Plague,1,0.1029427855,0.0090511829,0.0082320851,0.0099331431,
Plague,1,0.1030032837,0.0090730939,0.00825293,0.009956117,
Plague,1,0.10314158,0.0090950066,0.0082737778,0.0099790911,
Plague,1,0.1031945097,0.0091169208,0.0082946284,0.0100020657,
Plague,1,0.1031953762,0.009138835,0.0083154803,0.0100250389,
Plague,1,0.1033679433,0.009160753,0.008336337,0.0100480149,
Plague,1,0.1034126626,0.0091826715,0.0083571955,0.0100709901,
Plague,1,0.103567852,0.0092045922,0.0083780573,0.0100939663,
Plague,1,0.103854172,0.0092265182,0.0083989253,0.0101169471,
Plague,1,0.1042965138,0.009248455,0.0084198044,0.0101399383,
Plague,1,0.1043368285,0.0092703924,0.0084406853,0.0101629288,
Plague,1,0.1044296232,0.0092923319,0.0084615695,0.0101859203,
Plague,1,0.104536778,0.0093142735,0.008482457,0.0102089128,
Plague,1,0.1049004618,0.0093362244,0.0085033541,0.0102319141,
Plague,1,0.1055690674,0.0093581887,0.0085242648,0.0102549289,
Plague,1,0.1055880177,0.0093801541,0.0085451778,0.0102779436,
Plague,1,0.1056532521,0.0094021211,0.0085660935,0.0103009587,
Plague,1,0.1057315834,0.0094240903,0.0085870125,0.0103239748,
Plague,1,0.1058271057,0.0094460595,0.0086079329,0.0103469897,
Plague,1,0.1058649073,0.0094680298,0.0086288555,0.0103700044,
Plague,1,0.1059082384,0.0094900001,0.0086497794,0.0103930178,
Plague,1,0.1067636011,0.0095119839,0.0086707168,0.0104160448,
Plague,1,0.1067791269,0.0095339677,0.0086916556,0.0104390705,
Plague,1,0.1069369584,0.0095559554,0.0087125991,0.010462099,
Plague,1,0.10712265,0.0095779446,0.0087335453,0.010485128,
Plague,1,0.1072668252,0.009599936,0.0087544948,0.0105081582,
Plague,1,0.1072964407,0.009621928,0.008775446,0.0105311876,
Plague,1,0.1074644597,0.0096439249,0.008796403,0.0105542211,
Plague,1,0.1078168931,0.009665931,0.0088173696,0.0105772635,
Plague,1,0.1079550649,0.0096879387,0.0088383389,0.0106003065,
Plague,1,0.1080188322,0.0097099486,0.0088593115,0.0106233505,
Plague,1,0.1087449431,0.0097319749,0.0088803002,0.0106464112,
Plague,1,0.1088864183,0.0097540044,0.0089012931,0.0106694743,
Plague,1,0.1091373703,0.0097760378,0.0089222907,0.0106925402,
Plague,1,0.109211107,0.0097980723,0.0089432906,0.0107156061,
Plague,1,0.1092741231,0.0098201078,0.0089642927,0.010738672,
Plague,1,0.1098844225,0.0098421543,0.008985306,0.0107617486,
Plague,1,0.1102351001,0.0098642073,0.0090063265,0.0107848311,
Plague,1,0.1106100563,0.009886273,0.0090273596,0.0108079263,
Plague,1,0.1106378215,0.0099083387,0.009048394,0.0108310202,
Plague,1,0.1107180622,0.0099304054,0.0090694306,0.010854114,
Plague,1,0.1107281514,0.0099524722,0.0090904685,0.0108772066,
Plague,1,0.1110574996,0.0099745472,0.009111515,0.010900307,
Plague,1,0.1114127027,0.0099966332,0.0091325728,0.0109234183,
Plague,1,0.1118217788,0.0100187247,0.0091536368,0.0109465343,
Plague,1,0.1124687878,0.0100408327,0.009174717,0.0109696673,
Plague,1,0.1127061678,0.0100629468,0.0091958039,0.0109928057,
Plague,1,0.1129844885,0.010085067,0.0092168976,0.0110159495,
Plague,1,0.1130403591,0.0101071872,0.0092379925,0.0110390922,
Plague,1,0.1140152952,0.010129324,0.0092591038,0.0110622518,
Plague,1,0.1146779126,0.0101514742,0.0092802283,0.0110854248,
Plague,1,0.1150055624,0.0101736293,0.0093013586,0.0111086021,
Plague,1,0.1151620896,0.0101957878,0.0093224931,0.0111317818,
Plague,1,0.1156415053,0.0102179562,0.0093436379,0.0111549713,
Plague,1,0.1160536429,0.010240132,0.0093647905,0.0111781675,
Plague,1,0.1161140951,0.0102623088,0.0093859453,0.0112013637,
Plague,1,0.1161141817,0.0102844857,0.0094071013,0.0112245588,
Plague,1,0.1167974499,0.0103066804,0.0094282747,0.0112477722,
Plague,1,0.1169941089,0.0103288791,0.0094494529,0.0112709887,
Plague,1,0.1173081184,0.0103510855,0.0094706394,0.0112942126,
Plague,1,0.1174172861,0.0103732937,0.0094918286,0.0113174372,
Plague,1,0.1178761644,0.010395508,0.0095130245,0.0113406673,
Plague,1,0.1189106284,0.010417742,0.0095342395,0.0113639177,
Plague,1,0.1189816063,0.0104399776,0.0095554573,0.0113871688,
Plague,1,0.1191838627,0.0104622172,0.0095766798,0.0114104231,
Plague,1,0.1192411169,0.0104844585,0.0095979049,0.011433678,
Plague,1,0.120170857,0.010506715,0.0096191451,0.0114569484,
Plague,1,0.1205123148,0.0105289805,0.0096403947,0.0114802275,
Plague,1,0.1207221014,0.0105512483,0.0096616475,0.0115035079,
Plague,1,0.1208066481,0.0105735195,0.0096829045,0.0115267908,
Plague,1,0.1208558992,0.0105957912,0.0097041632,0.0115500732,
Plague,1,0.1211781867,0.0106180703,0.0097254297,0.0115733625,
Plague,1,0.121371966,0.0106403534,0.009746701,0.011596655,
Plague,1,0.1217219962,0.0106626404,0.009767977,0.0116199506,
Plague,1,0.1217446349,0.010684928,0.0097892547,0.0116432457,
Plague,1,0.1217675037,0.0107072161,0.0098105341,0.0116665403,
Plague,1,0.1223900154,0.0107295191,0.009831828,0.0116898498,
Plague,1,0.1225106539,0.0107518259,0.0098531266,0.0117131626,
Plague,1,0.1225592697,0.0107741339,0.0098744275,0.0117364754,
Plague,1,0.1227709602,0.0107964465,0.0098957336,0.0117597921,
Plague,1,0.1229605406,0.0108187619,0.0099170434,0.0117831108,
Plague,1,0.1233302963,0.0108410887,0.0099383647,0.0118064407,
Plague,1,0.1234706899,0.0108634183,0.0099596897,0.0118297727,
Plague,1,0.123485496,0.010885748,0.0099810158,0.0118531035,
Plague,1,0.1237404766,0.0109080827,0.0100023477,0.0118764388,
Plague,1,0.1237683291,0.0109304175,0.0100236807,0.0118997729,
Plague,1,0.1238670271,0.010952754,0.0100450164,0.0119231079,
Plague,1,0.1239705355,0.0109750922,0.0100663547,0.0119464435,
Plague,1,0.1239739455,0.0109974303,0.0100876942,0.0119697781,
Plague,1,0.1240412734,0.0110197697,0.0101090357,0.0119931128,
Plague,1,0.1242564546,0.011042117,0.0101303857,0.0120164551,
Plague,1,0.1246107822,0.0110644746,0.0101517461,0.0120398075,
Plague,1,0.1247166597,0.0110868345,0.0101731097,0.0120631613,
Plague,1,0.124980586,0.0111091978,0.0101944775,0.0120865178,
Plague,1,0.12498436,0.0111315611,0.0102158464,0.0121098732,
Plague,1,0.1249869437,0.0111539245,0.0102372164,0.0121332275,
Plague,1,0.1250252307,0.0111762884,0.0102585879,0.0121565813,
Plague,1,0.1250591711,0.0111986534,0.0102799616,0.0121799353,
Plague,1,0.1251390625,0.0112210196,0.0103013374,0.0122032895,
Plague,1,0.125258839,0.0112433881,0.0103227163,0.012226645,
Plague,1,0.125353491,0.0112657588,0.0103440984,0.012250002,
Plague,1,0.125687491,0.0112881394,0.0103654905,0.0122733686,
Plague,1,0.1259514114,0.0113105262,0.0103868894,0.012296741,
Plague,1,0.1259967135,0.0113329153,0.0104082914,0.0123201148,
Plague,1,0.1266657657,0.0113553154,0.0104297045,0.0123434994,
Plague,1,0.1272621478,0.0113777292,0.0104511313,0.0123668981,
Plague,1,0.1273750612,0.0114001437,0.0104725596,0.0123902963,
Plague,1,0.1287446244,0.0114225755,0.0104940048,0.0124137124,
Plague,1,0.1290876573,0.0114450171,0.0105154601,0.0124371382,
Plague,1,0.1294623861,0.0114674674,0.0105369243,0.0124605724,
Plague,1,0.1295587466,0.0114899223,0.0105583938,0.0124840106,
Plague,1,0.1297646325,0.0115123802,0.0105798671,0.0125074508,
Plague,1,0.1301150434,0.0115348427,0.0106013456,0.0125308951,
Plague,1,0.1303868824,0.0115573086,0.0106228283,0.0125543422,
Plague,1,0.1304597102,0.0115797758,0.0106443131,0.0125777895,
Plague,1,0.1308305535,0.0116022493,0.0106658048,0.0126012427,
Plague,1,0.130894791,0.011624724,0.0106872986,0.0126246961,
Plague,1,0.1309484517,0.0116471999,0.0107087945,0.0126481497,
Plague,1,0.1311079788,0.0116696787,0.0107302941,0.0126716055,
Plague,1,0.1311794493,0.0116921586,0.0107517958,0.0126950615,
Plague,1,0.1318301594,0.0117146485,0.0107733075,0.0127185273,
Plague,1,0.1319959685,0.0117371395,0.0107948214,0.0127419933,
Plague,1,0.1322235606,0.0117596352,0.0108163405,0.0127654634,
Plague,1,0.1331753212,0.0117821496,0.0108378778,0.0127889529,
Plague,1,0.1331969101,0.0118046641,0.010859416,0.0128124413,
Plague,1,0.1333826204,0.0118271826,0.0108809591,0.0128359332,
Plague,1,0.1336105433,0.0118497011,0.0109025031,0.012859424,
Plague,1,0.1341093798,0.0118722307,0.0109240583,0.012882926,
Plague,1,0.1342147357,0.0118947622,0.0109456162,0.0129064289,
Plague,1,0.1342393499,0.0119172942,0.0109671756,0.0129299314,
Plague,1,0.1344119508,0.0119398297,0.0109887392,0.0129534367,
Plague,1,0.1352592042,0.0119623805,0.0110103178,0.0129769577,
Plague,1,0.1356299568,0.0119849414,0.0110319066,0.0130004885,
Plague,1,0.1359606037,0.0120075117,0.011053505,0.0130240287,
Plague,1,0.1367514862,0.0120301032,0.0110751239,0.013047591,
Plague,1,0.1369047568,0.0120526972,0.0110967459,0.0130711549,
Plague,1,0.1370063161,0.0120752935,0.0111183711,0.0130947204,
Plague,1,0.1370068814,0.0120978898,0.0111399973,0.0131182848,
Plague,1,0.137363567,0.0121204926,0.0111616305,0.0131418554,
Plague,1,0.1375895799,0.0121431001,0.0111832689,0.0131654301,
Plague,1,0.13817607,0.0121657273,0.0112049264,0.0131890252,
Plague,1,0.139057773,0.0121883711,0.0112266,0.0132126374,
Plague,1,0.139252705,0.0122110192,0.0112482785,0.0132362532,
Plague,1,0.1393434159,0.0122336678,0.0112699585,0.0132598686,
Plague,1,0.1396621979,0.0122563235,0.011291646,0.0132834909,
Plague,1,0.1398747057,0.0122789823,0.0113133373,0.0133071154,
Plague,1,0.1400282769,0.0123016453,0.0113350333,0.0133307434,
Plague,1,0.1403775288,0.0123243178,0.0113567391,0.0133543809,
Plague,1,0.1411159642,0.0123470065,0.0113784607,0.0133780351,
Plague,1,0.1418186424,0.0123697108,0.0114001976,0.0134017052,
Plague,1,0.1421898167,0.0123924223,0.011421942,0.0134253822,
Plague,1,0.1422647929,0.0124151356,0.0114436891,0.0134490602,
Plague,1,0.1426309748,0.0124378562,0.0114654437,0.0134727451,
Plague,1,0.1426911774,0.0124605792,0.0114872016,0.0134964316,
Plague,1,0.1430387077,0.0124833094,0.011508967,0.013520125,
Plague,1,0.1430605062,0.0125060402,0.0115307339,0.0135438181,
Plague,1,0.143309323,0.0125287746,0.0115525052,0.0135675141,
Plague,1,0.1438213837,0.0125515224,0.0115742895,0.0135912237,
Plague,1,0.1438809794,0.0125742719,0.0115960765,0.0136149342,
Plague,1,0.1438864725,0.0125970215,0.0116178644,0.0136386438,
Plague,1,0.1439969311,0.0126197723,0.0116396544,0.0136623538,
Plague,1,0.1440634388,0.012642523,0.0116614454,0.0136860627,
Plague,1,0.1445870092,0.0126652841,0.0116832467,0.0137097819,
Plague,1,0.1446943028,0.0126880464,0.0117050501,0.0137335015,
Plague,1,0.1448159652,0.0127108117,0.0117268572,0.0137572234,
Plague,1,0.1449101518,0.0127335794,0.0117486674,0.013780947,
Plague,1,0.1451400944,0.012756355,0.0117704859,0.0138046782,
Plague,1,0.1454104535,0.0127791337,0.011792308,0.0138284117,
Plague,1,0.1456032279,0.0128019172,0.0118141356,0.0138521496,
Plague,1,0.1457090732,0.0128247026,0.0118359657,0.0138758886,
Plague,1,0.1457359399,0.0128474897,0.0118577985,0.0138996285,
Plague,1,0.1467409246,0.0128702964,0.0118796501,0.0139233887,
Plague,1,0.1467870034,0.0128931037,0.0119015031,0.0139471487,
Plague,1,0.147068661,0.0129159165,0.0119233621,0.0139709136,
Plague,1,0.1477071258,0.0129387433,0.011945235,0.0139946929,
Plague,1,0.1479938338,0.012961575,0.0119671133,0.0140184766,
Plague,1,0.1482927649,0.0129844116,0.0119889969,0.0140422647,
Plague,1,0.1485718468,0.0130072544,0.0120108872,0.0140660585,
Plague,1,0.149140705,0.0130301051,0.0120327856,0.01408986,
Plague,1,0.1492623601,0.0130529601,0.0120546889,0.0141136652,
Plague,1,0.1494290456,0.0130758195,0.0120765971,0.0141374742,
Plague,1,0.1498400339,0.0130986868,0.0120985136,0.014161291,
Plague,1,0.149853275,0.0131215541,0.0121204309,0.0141851068,
Plague,1,0.1503565244,0.0131444288,0.0121423559,0.0142089297,
Plague,1,0.1508903264,0.0131673127,0.0121642904,0.0142327618,
Plague,1,0.1512796411,0.0131902022,0.0121862308,0.0142565989,
Plague,1,0.1515463037,0.0132130992,0.012208179,0.0142804432,
Plague,1,0.1516679927,0.0132359973,0.0122301291,0.0143042879,
Plague,1,0.1522819989,0.0132589097,0.0122520933,0.0143281471,
Plague,1,0.1524242879,0.0132818245,0.0122740606,0.0143520081,
Plague,1,0.1525613381,0.0133047412,0.0122960305,0.0143758702,
Plague,1,0.1527484229,0.0133276629,0.0123180059,0.0143997367,
Plague,1,0.152763188,0.0133505846,0.0123399822,0.0144236024,
Plague,1,0.15300147,0.0133735118,0.0123619645,0.0144474732,
Plague,1,0.153050892,0.013396439,0.0123839477,0.0144713431,
Plague,1,0.1530815555,0.0134193663,0.0124059317,0.0144952121,
Plague,1,0.1531822667,0.0134422942,0.0124279173,0.0145190808,
Plague,1,0.1532743822,0.013465222,0.0124499037,0.0145429487,
Plague,1,0.1534026568,0.0134881524,0.0124718932,0.0145668183,
Plague,1,0.1539568032,0.0135110914,0.0124938917,0.0145906965,
