analysis,x,time,estimate,lcl,ucl,natrisk
Cholera,1,0.5980641667,0.044179069,0.0421632215,0.0462594169,
Cholera,1,0.5989153524,0.0442133809,0.0421965109,0.0462947583,
Cholera,1,0.5989617986,0.0442476951,0.0422298029,0.0463301015,
Cholera,1,0.5995623451,0.0442820274,0.0422631127,0.0463654635,
Cholera,1,0.6002731365,0.0443163849,0.0422964466,0.0464008515,
Cholera,1,0.6010547982,0.0443507767,0.0423298134,0.0464362753,
Cholera,1,0.6024565722,0.0443852282,0.0423632368,0.0464717621,
Cholera,1,0.6036233488,0.044419705,0.0423966846,0.0465072751,
Cholera,1,0.604234644,0.0444542073,0.0424301568,0.0465428145,
Cholera,1,0.6056281423,0.0444887489,0.0424636666,0.0465783952,
Cholera,1,0.606091552,0.0445232998,0.0424971858,0.0466139852,
Cholera,1,0.6073713181,0.0445578903,0.0425307427,0.0466496166,
Cholera,1,0.6086273082,0.0445925322,0.0425643484,0.046685302,
Cholera,1,0.6115450648,0.0446272423,0.0425980187,0.0467210593,
Cholera,1,0.6118563274,0.0446619571,0.0426316941,0.0467568209,
Cholera,1,0.6129302088,0.0446966955,0.0426653923,0.0467926071,
Cholera,1,0.6129424018,0.044731434,0.0426990911,0.0468283927,
Cholera,1,0.6129601855,0.0447661724,0.0427327905,0.0468641776,
Cholera,1,0.6135569387,0.0448009393,0.0427665173,0.0468999921,
Cholera,1,0.6143719054,0.0448357371,0.0428002736,0.0469358389,
Cholera,1,0.61484212,0.0448705516,0.0428340462,0.0469717027,
Cholera,1,0.6171208517,0.044905421,0.042867871,0.0470076244,
Cholera,1,0.6181570735,0.0449403216,0.0429017256,0.0470435785,
Cholera,1,0.619199795,0.0449752606,0.042935617,0.047079573,
Cholera,1,0.6193455482,0.0450102045,0.0429695135,0.0471155719,
Cholera,1,0.6220310802,0.045045233,0.0430034901,0.0471516602,
Cholera,1,0.6222937311,0.045080281,0.0430374856,0.0471877686,
Cholera,1,0.6224174786,0.0451153338,0.0430714862,0.0472238815,
Cholera,1,0.6228818528,0.0451504086,0.043105508,0.047260017,
Cholera,1,0.6230669628,0.0451854931,0.0431395396,0.0472961623,
Cholera,1,0.623801944,0.0452206241,0.0431736155,0.0473323563,
Cholera,1,0.6255145913,0.0452558116,0.0432077449,0.0473686098,
Cholera,1,0.6273466039,0.0452910731,0.0432419445,0.0474049414,
Cholera,1,0.6277992762,0.0453263446,0.043276154,0.0474412829,
Cholera,1,0.6292835467,0.0453616483,0.0433103945,0.0474776581,
Cholera,1,0.6293868982,0.045396957,0.0433446402,0.047514038,
Cholera,1,0.6296223096,0.0454322682,0.043378889,0.0475504198,
Cholera,1,0.6296355425,0.0454675794,0.0434131383,0.0475868009,
Cholera,1,0.6304478828,0.0455029131,0.0434474093,0.0476232053,
Cholera,1,0.6315630286,0.0455382717,0.0434817044,0.0476596356,
Cholera,1,0.631684642,0.0455736378,0.0435160072,0.0476960732,
Cholera,1,0.6320076769,0.0456090215,0.043550327,0.0477325288,
Cholera,1,0.632413011,0.0456444127,0.0435846546,0.0477689918,
Cholera,1,0.6330187437,0.045679819,0.0436189969,0.0478054701,
Cholera,1,0.6373866867,0.0457153899,0.0436534944,0.047842123,
Cholera,1,0.6375803614,0.0457509736,0.0436880044,0.0478787887,
Cholera,1,0.6379743431,0.0457865649,0.0437225222,0.0479154619,
Cholera,1,0.6380982129,0.0458221613,0.0437570455,0.0479521398,
Cholera,1,0.638233237,0.0458577577,0.0437915694,0.0479888171,
Cholera,1,0.6384508109,0.0458933643,0.0438261036,0.0480255046,
Cholera,1,0.6392181066,0.0459290094,0.0438606744,0.0480622323,
Cholera,1,0.6404756339,0.0459646878,0.0438952772,0.0480989948,
Cholera,1,0.6431009022,0.0460004411,0.0439299509,0.0481358363,
Cholera,1,0.6436661598,0.0460362152,0.0439646446,0.0481726993,
Cholera,1,0.6445987581,0.0460720178,0.0439993659,0.0482095919,
Cholera,1,0.6446095593,0.0461078204,0.0440340877,0.0482464839,
Cholera,1,0.6454027244,0.0461436595,0.0440688444,0.048283414,
Cholera,1,0.6455257956,0.0461795038,0.0441036067,0.0483203489,
Cholera,1,0.6468228992,0.0462153977,0.0441384162,0.048357336,
Cholera,1,0.6471724924,0.0462513048,0.0441732386,0.0483943364,
Cholera,1,0.6474199842,0.0462872144,0.0442080641,0.0484313389,
Cholera,1,0.647837327,0.0463231477,0.0442429125,0.0484683658,
Cholera,1,0.6490568861,0.0463591311,0.0442778084,0.0485054453,
Cholera,1,0.6494457594,0.0463951329,0.0443127224,0.0485425438,
Cholera,1,0.6500403774,0.046431148,0.0443476494,0.0485796558,
Cholera,1,0.6501875976,0.0464671631,0.044382577,0.048616767,
Cholera,1,0.6505252165,0.0465031861,0.0444175128,0.048653886,
Cholera,1,0.6522074102,0.0465392994,0.0444525339,0.0486911004,
Cholera,1,0.6525172557,0.0465754341,0.0444875758,0.0487283369,
Cholera,1,0.6548431176,0.04661166,0.0445227038,0.0487656697,
Cholera,1,0.6559850323,0.0466479182,0.0445578628,0.0488030362,
Cholera,1,0.6560480743,0.0466841764,0.0445930224,0.048840402,
Cholera,1,0.656553209,0.0467204589,0.0446282056,0.048877793,
Cholera,1,0.6566428435,0.0467567468,0.0446633944,0.0489151891,
Cholera,1,0.6572836263,0.046793051,0.0446985991,0.0489526017,
Cholera,1,0.657379261,0.0468293579,0.0447338071,0.0489900166,
Cholera,1,0.6583147684,0.0468657,0.0447690488,0.0490274682,
Cholera,1,0.6589017966,0.0469020611,0.0448043089,0.0490649394,
Cholera,1,0.6593603518,0.0469384359,0.0448395826,0.0491024244,
Cholera,1,0.6595292362,0.0469748161,0.0448748619,0.0491399145,
Cholera,1,0.6607962923,0.0470112345,0.0449101778,0.0491774446,
Cholera,1,0.6609768886,0.0470476611,0.0449455021,0.0492149827,
Cholera,1,0.6645421078,0.0470841812,0.0449809146,0.0492526195,
Cholera,1,0.6653343889,0.0471207261,0.0450163512,0.0492902821,
Cholera,1,0.6655341562,0.047157271,0.0450517883,0.049327944,
Cholera,1,0.6660949468,0.0471938408,0.0450872496,0.0493656317,
Cholera,1,0.6661498516,0.0472304134,0.0451227141,0.0494033216,
Cholera,1,0.6665520438,0.0472669999,0.0451581923,0.0494410257,
Cholera,1,0.6665814013,0.0473035891,0.0451936738,0.0494787319,
Cholera,1,0.6666386428,0.0473401784,0.0452291559,0.0495164375,
Cholera,1,0.6682860002,0.047376815,0.0452646831,0.0495541928,
Cholera,1,0.6693815768,0.0474134768,0.0453002346,0.0495919741,
Cholera,1,0.6702927738,0.0474501666,0.045335813,0.0496297845,
Cholera,1,0.6709400064,0.0474868872,0.0453714211,0.0496676271,
Cholera,1,0.6713213992,0.0475236248,0.0454070457,0.049705487,
Cholera,1,0.6720430751,0.047560382,0.0454426894,0.0497433671,
Cholera,1,0.6722110363,0.0475971506,0.0454783444,0.0497812586,
Cholera,1,0.6730086565,0.0476339446,0.045514024,0.0498191764,
Cholera,1,0.6745490278,0.0476708038,0.0455497653,0.0498571629,
Cholera,1,0.6747085353,0.0477076658,0.04558551,0.0498951517,
Cholera,1,0.6750298334,0.0477445392,0.0456212661,0.0499331519,
Cholera,1,0.6750815971,0.0477814155,0.0456570254,0.0499711544,
Cholera,1,0.6757770721,0.0478183088,0.0456928015,0.0500091744,
Cholera,1,0.6757898106,0.0478552021,0.0457285783,0.0500471937,
Cholera,1,0.6767632149,0.0478921326,0.0457643906,0.0500852518,
Cholera,1,0.6768390379,0.0479290659,0.0458002062,0.0501233122,
Cholera,1,0.6774252407,0.0479660165,0.0458360386,0.0501613902,
Cholera,1,0.6774761493,0.048002967,0.0458718717,0.0501994675,
Cholera,1,0.6780520444,0.0480399347,0.0459077217,0.0502375624,
Cholera,1,0.6782334065,0.0480769082,0.0459435777,0.0502756627,
Cholera,1,0.6817322099,0.0481140002,0.0459795455,0.0503138884,
Cholera,1,0.6820276211,0.0481510979,0.0460155194,0.0503521195,
Cholera,1,0.6835921486,0.0481882365,0.0460515322,0.0503903934,
Cholera,1,0.6840921871,0.0482253954,0.0460875649,0.0504286882,
Cholera,1,0.6857066488,0.0482626188,0.0461236587,0.050467051,
Cholera,1,0.686945084,0.0482998953,0.0461598029,0.0505054694,
Cholera,1,0.6889408615,0.0483372397,0.0461960116,0.0505439595,
Cholera,1,0.689419094,0.0483746079,0.0462322433,0.0505824742,
Cholera,1,0.6913572722,0.0484120477,0.0462685427,0.0506210644,
Cholera,1,0.6917057493,0.0484495024,0.0463048568,0.0506596697,
Cholera,1,0.6922127422,0.048486975,0.0463411885,0.0506982934,
Cholera,1,0.6930439343,0.0485244657,0.0463775377,0.0507369355,
Cholera,1,0.6936255342,0.0485619804,0.0464139102,0.0507756025,
Cholera,1,0.6940066898,0.0485995252,0.0464503117,0.0508143008,
Cholera,1,0.6940589917,0.0486370701,0.0464867138,0.0508529984,
Cholera,1,0.694059633,0.0486746149,0.0465231167,0.0508916952,
Cholera,1,0.6945709341,0.0487121779,0.0465595372,0.0509304106,
Cholera,1,0.6981166732,0.0487498379,0.0465960494,0.0509692286,
Cholera,1,0.6982923154,0.0487874979,0.0466325624,0.0510080459,
Cholera,1,0.6983415199,0.0488251579,0.046669076,0.0510468624,
Cholera,1,0.7002926832,0.048862879,0.0467056477,0.0510857432,
Cholera,1,0.7025986839,0.0489006647,0.0467422805,0.0511246921,
Cholera,1,0.7031164808,0.0489384659,0.0467789286,0.0511636566,
Cholera,1,0.7064481581,0.0489763755,0.0468156791,0.051202736,
Cholera,1,0.7069659384,0.0490143133,0.0468524566,0.0512418445,
Cholera,1,0.7081248499,0.0490522948,0.0468892759,0.0512809988,
Cholera,1,0.7142732671,0.0490904848,0.0469262913,0.0513203746,
Cholera,1,0.714383324,0.0491286812,0.0469633134,0.0513597563,
Cholera,1,0.7148819024,0.0491668968,0.0470003542,0.0513991577,
Cholera,1,0.7159111495,0.0492051539,0.0470374347,0.0514386026,
Cholera,1,0.7181545304,0.0492434688,0.04707457,0.0514781082,
Cholera,1,0.7195346819,0.049281858,0.0471117757,0.0515176922,
Cholera,1,0.7201301594,0.049320286,0.0471490185,0.0515573169,
Cholera,1,0.7203117353,0.0493587239,0.0471862712,0.0515969512,
Cholera,1,0.7207177082,0.0493971812,0.047223543,0.0516366054,
Cholera,1,0.7226426124,0.0494357136,0.0472608857,0.0516763389,
Cholera,1,0.7232389382,0.0494742853,0.0472982661,0.0517161134,
Cholera,1,0.7233469949,0.049512857,0.0473356472,0.0517558872,
Cholera,1,0.7239191696,0.0495514386,0.0473730384,0.0517956707,
Cholera,1,0.7242064706,0.0495900333,0.0474104426,0.0518354674,
Cholera,1,0.7249912134,0.0496286379,0.0474478568,0.0518752738,
Cholera,1,0.7268793342,0.0496673119,0.0474853367,0.0519151534,
Cholera,1,0.7271391721,0.0497059926,0.0475228237,0.0519550393,
Cholera,1,0.7276151657,0.0497446865,0.0475603238,0.0519949385,
Cholera,1,0.7304306658,0.0497835106,0.0475979466,0.0520349757,
Cholera,1,0.7345886688,0.0498225067,0.0476357313,0.0520751954,
Cholera,1,0.7368836581,0.0498615846,0.0476735933,0.0521155015,
Cholera,1,0.737042677,0.049900666,0.0477114593,0.0521558104,
Cholera,1,0.7384744316,0.0499397918,0.0477493677,0.052196166,
Cholera,1,0.7390107795,0.0499789314,0.0477872898,0.0522365353,
Cholera,1,0.7397149871,0.050018095,0.0478252352,0.0522769295,
Cholera,1,0.7407127226,0.0500573069,0.0478632265,0.0523173743,
Cholera,1,0.7409010279,0.0500965222,0.0479012218,0.0523578219,
Cholera,1,0.7411399832,0.0501357445,0.0479392245,0.0523982761,
Cholera,1,0.7412280334,0.0501749667,0.0479772279,0.0524387295,
Cholera,1,0.7421349148,0.0502142306,0.048015271,0.0524792263,
Cholera,1,0.7426542708,0.0502535117,0.0480533311,0.0525197408,
Cholera,1,0.7432365291,0.0502928137,0.0480914115,0.0525602767,
Cholera,1,0.7438711698,0.0503321227,0.0481294993,0.0526008192,
Cholera,1,0.746912419,0.0503715296,0.0481676795,0.0526414653,
Cholera,1,0.7470693658,0.0504109435,0.048205867,0.052682118,
Cholera,1,0.7474167346,0.050450368,0.0482440652,0.052722781,
Cholera,1,0.7475183765,0.0504897959,0.0482822675,0.0527634471,
Cholera,1,0.7476913279,0.0505292274,0.0483204739,0.052804116,
Cholera,1,0.7483137568,0.05056868,0.0483587009,0.0528448066,
Cholera,1,0.7484117789,0.0506081362,0.0483969319,0.0528855001,
Cholera,1,0.7488667807,0.0506476065,0.048435177,0.0529262079,
Cholera,1,0.7499291201,0.0506871121,0.048473456,0.0529669526,
Cholera,1,0.7502099239,0.0507266249,0.0485117424,0.0530077039,
Cholera,1,0.7503652107,0.0507661412,0.0485500329,0.0530484583,
Cholera,1,0.7504366362,0.0508056574,0.0485883242,0.0530892117,
Cholera,1,0.7505541368,0.0508451737,0.0486266163,0.0531299644,
Cholera,1,0.7519704505,0.0508847398,0.0486649559,0.0531707693,
Cholera,1,0.7520638164,0.0509243094,0.0487032995,0.0532115771,
Cholera,1,0.7536382096,0.0509639255,0.0487416874,0.0532524337,
Cholera,1,0.75440073,0.0510035702,0.0487801029,0.0532933199,
Cholera,1,0.7553296177,0.0510432437,0.0488185461,0.0533342359,
Cholera,1,0.755955337,0.0510829351,0.048857007,0.0533751703,
Cholera,1,0.7560611414,0.0511226266,0.0488954686,0.0534161038,
Cholera,1,0.7568380896,0.0511623469,0.048933958,0.0534570672,
Cholera,1,0.7570289927,0.0512020744,0.048972455,0.0534980375,
Cholera,1,0.7573214734,0.05124182,0.0490109698,0.0535390262,
Cholera,1,0.7576717205,0.0512815764,0.0490494955,0.0535800257,
Cholera,1,0.7599744531,0.0513213765,0.0490880628,0.0536210708,
Cholera,1,0.7605361021,0.0513611984,0.0491266513,0.0536621383,
Cholera,1,0.7614840014,0.0514010641,0.0491652817,0.0537032518,
Cholera,1,0.7619932785,0.0514409555,0.0492039368,0.0537443917,
Cholera,1,0.762067083,0.0514808505,0.0492425963,0.0537855346,
Cholera,1,0.7622741333,0.0515207528,0.0492812633,0.0538266846,
Cholera,1,0.7624847451,0.0515606736,0.0493199484,0.0538678533,
Cholera,1,0.7625095794,0.0516005943,0.0493586343,0.0539090211,
Cholera,1,0.7654262821,0.0516405777,0.0493973796,0.0539502549,
Cholera,1,0.7701484995,0.0516807133,0.0494362683,0.0539916502,
Cholera,1,0.770369132,0.0517208565,0.0494751648,0.0540330527,
Cholera,1,0.7712170293,0.0517610297,0.0495140903,0.0540744862,
Cholera,1,0.7718365095,0.0518012366,0.0495530481,0.054115955,
Cholera,1,0.7723395627,0.0518414624,0.0495920245,0.0541574429,
Cholera,1,0.7723606625,0.0518816882,0.0496310016,0.05419893,
Cholera,1,0.7756056591,0.0519220162,0.0496700751,0.0542405252,
Cholera,1,0.7762877847,0.0519623783,0.0497091816,0.054282156,
Cholera,1,0.7766819497,0.052002771,0.0497483173,0.0543238184,
Cholera,1,0.7788615088,0.0520432441,0.0497875292,0.0543655657,
Cholera,1,0.7815236183,0.0520838328,0.0498268501,0.0544074355,
Cholera,1,0.7833925719,0.0521244914,0.0498662372,0.0544493789,
Cholera,1,0.783482772,0.05216515,0.0499056252,0.0544913215,
Cholera,1,0.7842063893,0.0522058281,0.0499450322,0.0545332839,
Cholera,1,0.7850277976,0.0522465257,0.0499844583,0.0545752663,
Cholera,1,0.7853377001,0.052287235,0.0500238963,0.0546172603,
Cholera,1,0.7869382974,0.0523280031,0.0500633901,0.0546593161,
Cholera,1,0.7874682211,0.0523687752,0.0501028884,0.0547013753,
Cholera,1,0.7876151639,0.0524095473,0.0501423876,0.0547434335,
Cholera,1,0.7882633074,0.0524503469,0.0501819134,0.0547855203,
Cholera,1,0.7886927934,0.0524911544,0.0502214474,0.0548276145,
Cholera,1,0.7896285777,0.0525319935,0.0502610119,0.0548697416,
Cholera,1,0.7901101809,0.0525728721,0.0503006141,0.05491191,
Cholera,1,0.7907181736,0.0526138024,0.0503402656,0.0549541325,
Cholera,1,0.7918556125,0.0526547725,0.0503799551,0.0549963967,
Cholera,1,0.7923282286,0.0526957546,0.0504196567,0.0550386727,
Cholera,1,0.7925147915,0.0527367447,0.0504593666,0.0550809564,
Cholera,1,0.7951893355,0.0527778231,0.05049916,0.0551233333,
Cholera,1,0.7966355125,0.05281895,0.0505389996,0.0551657611,
Cholera,1,0.7979068582,0.0528601254,0.0505788855,0.0552082397,
Cholera,1,0.7997183592,0.0529013537,0.0506188217,0.0552507739,
Cholera,1,0.7999617497,0.052942586,0.0506587626,0.0552933114,
Cholera,1,0.8002161533,0.0529838306,0.0506987157,0.0553358612,
Cholera,1,0.8003459893,0.0530250752,0.0507386697,0.0553784099,
Cholera,1,0.8057233762,0.0530664925,0.0507787861,0.0554211421,
Cholera,1,0.8066227286,0.0531079305,0.0508189228,0.0554638954,
Cholera,1,0.8072674226,0.0531493809,0.050859072,0.0555066611,
Cholera,1,0.8079999041,0.0531908563,0.0508992455,0.0555494525,
Cholera,1,0.808220443,0.0532323318,0.0509394198,0.055592243,
Cholera,1,0.8130279813,0.0532739665,0.0509797439,0.0556352026,
Cholera,1,0.8138002611,0.0533156477,0.0510201124,0.0556782108,
Cholera,1,0.8145691224,0.0533573756,0.0510605255,0.0557212679,
Cholera,1,0.8148666318,0.0533991332,0.0511009672,0.0557643558,
Cholera,1,0.8153426086,0.0534409121,0.0511414297,0.0558074654,
Cholera,1,0.8153582764,0.0534826952,0.0511818971,0.0558505787,
Cholera,1,0.8168024679,0.0535245296,0.0512224133,0.0558937457,
Cholera,1,0.8169209896,0.053566364,0.0512629304,0.0559369118,
Cholera,1,0.8199956161,0.05360828,0.0513035247,0.055980164,
Cholera,1,0.8200474506,0.0536502003,0.0513441238,0.0560234198,
Cholera,1,0.8209199445,0.0536921594,0.0513847602,0.0560667161,
Cholera,1,0.8228100113,0.0537341487,0.0514254258,0.0561100439,
Cholera,1,0.8232288224,0.0537761381,0.0514660923,0.0561533706,
Cholera,1,0.8242661307,0.0538181666,0.0515067962,0.0561967381,
Cholera,1,0.8247002033,0.0538601994,0.0515475051,0.0562401093,
Cholera,1,0.8248398691,0.0539022322,0.0515882149,0.0562834795,
Cholera,1,0.826040075,0.0539443216,0.0516289785,0.0563269093,
Cholera,1,0.8268369138,0.0539864373,0.0516697676,0.0563703662,
Cholera,1,0.8273080015,0.0540285618,0.0517105658,0.0564138314,
Cholera,1,0.8289663349,0.0540707257,0.0517514018,0.0564573378,
Cholera,1,0.829540892,0.0541129117,0.0517922593,0.0565008667,
Cholera,1,0.8301065629,0.0541551197,0.0518331383,0.0565444182,
Cholera,1,0.8311847209,0.0541973718,0.0518740594,0.0565880159,
Cholera,1,0.8316972632,0.0542396461,0.0519150022,0.0566316363,
Cholera,1,0.8327365461,0.0542819692,0.0519559916,0.0566753078,
Cholera,1,0.8329049568,0.0543243057,0.0519969943,0.0567189926,
Cholera,1,0.8332281786,0.05436666,0.0520380146,0.0567626955,
Cholera,1,0.8336024205,0.054409041,0.0520790609,0.056806426,
Cholera,1,0.8342599981,0.0544514668,0.0521201498,0.0568502032,
Cholera,1,0.8358204682,0.0544939644,0.0521613069,0.0568940562,
Cholera,1,0.8365174296,0.0545365207,0.0522025197,0.0569379708,
Cholera,1,0.8368382198,0.0545790995,0.0522437545,0.0569819085,
Cholera,1,0.8371626076,0.0546216919,0.0522850029,0.0570258597,
Cholera,1,0.839491921,0.0546643935,0.0523263543,0.0570699265,
Cholera,1,0.84171709,0.0547071774,0.0523677836,0.0571140802,
Cholera,1,0.8426759442,0.0547499889,0.0524092396,0.0571582624,
Cholera,1,0.8446639331,0.0547928741,0.0524507654,0.0572025223,
Cholera,1,0.8454780402,0.0548357686,0.0524923009,0.0572467912,
Cholera,1,0.8459255326,0.0548786817,0.0525338546,0.0572910788,
Cholera,1,0.8459825016,0.0549215993,0.0525754136,0.0573353704,
Cholera,1,0.8461206148,0.0549645263,0.0526169822,0.0573796709,
Cholera,1,0.8462648916,0.0550074626,0.0526585604,0.0574239803,
Cholera,1,0.8483232588,0.0550504454,0.0527001831,0.0574683385,
Cholera,1,0.8485067232,0.0550934329,0.0527418111,0.0575127006,
Cholera,1,0.8497463442,0.0551364577,0.0527834749,0.0575571017,
Cholera,1,0.8504341887,0.0551795107,0.052825166,0.0576015318,
Cholera,1,0.8504513006,0.0552225637,0.052866858,0.0576459609,
Cholera,1,0.8534129087,0.0552657486,0.0529086743,0.0576905299,
Cholera,1,0.8539607486,0.0553089382,0.0529504959,0.0577351029,
Cholera,1,0.8545010201,0.0553521468,0.0529923362,0.0577796951,
Cholera,1,0.8602976163,0.0553955707,0.0530343786,0.0578245163,
Cholera,1,0.8604070302,0.0554389994,0.0530764265,0.0578693416,
Cholera,1,0.8608241378,0.0554824377,0.0531184844,0.0579141761,
Cholera,1,0.8625545127,0.0555259535,0.0531606156,0.0579590924,
Cholera,1,0.8635438043,0.0555695179,0.0532027932,0.0580040595,
Cholera,1,0.8637546216,0.0556130921,0.0532449808,0.058049036,
Cholera,1,0.8660245153,0.055656764,0.0532872608,0.0580941159,
Cholera,1,0.8673713081,0.0557004703,0.0533295739,0.0581392316,
Cholera,1,0.8697738834,0.0557442853,0.0533719895,0.0581844623,
Cholera,1,0.869972279,0.0557881102,0.0534144153,0.0582297025,
Cholera,1,0.8708470219,0.055831965,0.05345687,0.0582749736,
Cholera,1,0.873176489,0.0558759094,0.0534994094,0.0583203394,
Cholera,1,0.8764477945,0.0559200098,0.0535420956,0.0583658709,
Cholera,1,0.8766734984,0.0559641103,0.0535847827,0.0584114013,
Cholera,1,0.8767759695,0.0560082208,0.0536274802,0.0584569414,
Cholera,1,0.8774663113,0.0560523567,0.0536702025,0.0585025075,
Cholera,1,0.8775639348,0.0560964976,0.0537129305,0.0585480781,
Cholera,1,0.8806773485,0.0561407915,0.0537558023,0.0585938109,
Cholera,1,0.8851504619,0.0561852712,0.0537988485,0.0586397412,
Cholera,1,0.886446925,0.0562297976,0.0538419394,0.0586857205,
Cholera,1,0.8865311808,0.056274324,0.0538850314,0.0587316986,
Cholera,1,0.8868707396,0.0563188609,0.0539281341,0.0587776868,
Cholera,1,0.8870782245,0.0563634186,0.0539712574,0.0588236963,
Cholera,1,0.8890208123,0.0564080708,0.0540144698,0.0588698055,
Cholera,1,0.8905515189,0.0564527915,0.0540577472,0.0589159869,
Cholera,1,0.8910629289,0.056497528,0.0541010405,0.0589621842,
Cholera,1,0.891896791,0.0565423016,0.0541443694,0.05900842,
Cholera,1,0.892457606,0.0565870964,0.0541877192,0.0590546773,
Cholera,1,0.8927878203,0.0566319125,0.0542310898,0.0591009563,
Cholera,1,0.8932057301,0.0566767393,0.0542744714,0.0591472456,
Cholera,1,0.8933726473,0.0567215713,0.0543178591,0.0591935395,
Cholera,1,0.893430972,0.0567664034,0.0543612478,0.0592398322,
Cholera,1,0.8968446614,0.0568113531,0.0544047473,0.0592862496,
Cholera,1,0.8989279061,0.0568563566,0.0544482981,0.0593327235,
Cholera,1,0.8993058649,0.0569013763,0.0544918651,0.0593792135,
Cholera,1,0.9007009126,0.0569464286,0.0545354635,0.0594257372,
Cholera,1,0.9007177496,0.0569914808,0.0545790629,0.0594722597,
Cholera,1,0.9056897846,0.0570366913,0.0546228111,0.0595189504,
Cholera,1,0.9074418425,0.0570819459,0.0546666015,0.059565687,
Cholera,1,0.9087779461,0.0571272723,0.05471046,0.0596124994,
Cholera,1,0.9101981035,0.057172632,0.0547543506,0.0596593461,
Cholera,1,0.9112479068,0.0572180417,0.054798289,0.0597062453,
Cholera,1,0.9126524445,0.0572634906,0.0548422649,0.0597531852,
Cholera,1,0.9127120415,0.057308945,0.0548862472,0.0598001299,
Cholera,1,0.9130663915,0.0573544219,0.0549302514,0.0598470974,
Cholera,1,0.9133763288,0.0573998987,0.0549742567,0.0598940637,
Cholera,1,0.9167791356,0.0574455615,0.0550184366,0.0599412278,
Cholera,1,0.9171505838,0.05749123,0.0550626229,0.0599883968,
Cholera,1,0.9231946391,0.0575371502,0.0551070451,0.0600358339,
Cholera,1,0.9262274341,0.0575831688,0.0551515601,0.0600833751,
Cholera,1,0.9270346427,0.0576292106,0.0551960979,0.0601309399,
Cholera,1,0.9270510305,0.0576752583,0.0552406422,0.0601785098,
Cholera,1,0.9285923749,0.0577213934,0.0552852693,0.0602261721,
Cholera,1,0.9294621581,0.0577675637,0.0553299303,0.0602738709,
Cholera,1,0.9300271836,0.0578137634,0.0553746198,0.0603215999,
Cholera,1,0.93440919,0.0578601465,0.0554194815,0.060369524,
Cholera,1,0.9382715401,0.0579066974,0.0554645006,0.0604176264,
Cholera,1,0.9420046468,0.0579533694,0.0555096338,0.0604658572,
Cholera,1,0.9437864976,0.0580001085,0.0555548307,0.0605141586,
Cholera,1,0.945515409,0.0580469087,0.0556000858,0.0605625244,
Cholera,1,0.9472331514,0.0580937643,0.0556453936,0.0606109481,
Cholera,1,0.9474446441,0.0581406384,0.0556907198,0.0606593903,
Cholera,1,0.9482250463,0.0581875557,0.0557360875,0.0607078776,
Cholera,1,0.9495591901,0.0582345226,0.0557815025,0.0607564166,
Cholera,1,0.9498927824,0.0582815019,0.0558269303,0.0608049677,
Cholera,1,0.9499856818,0.0583284812,0.0558723592,0.0608535176,
Cholera,1,0.9510854476,0.0583755226,0.0559178473,0.0609021327,
Cholera,1,0.9539171625,0.0584226766,0.0559634415,0.0609508672,
Cholera,1,0.9547968067,0.0584698558,0.0560090602,0.0609996273,
Cholera,1,0.9559652181,0.0585170917,0.056054733,0.0610484469,
Cholera,1,0.9564044037,0.0585643592,0.0561004365,0.061097299,
Cholera,1,0.9580388204,0.0586117217,0.0561462297,0.0611462517,
Cholera,1,0.9620058555,0.0586592249,0.056192155,0.0611953536,
Cholera,1,0.962020148,0.058706728,0.0562380816,0.0612444542,
Cholera,1,0.9635506165,0.058754289,0.0562840633,0.0612936156,
Cholera,1,0.9635746074,0.05880185,0.0563300462,0.0613427756,
Cholera,1,0.9653932632,0.0588494562,0.0563760725,0.0613919828,
Cholera,1,0.9725726767,0.0588973893,0.0564224043,0.0614415389,
Cholera,1,0.9726455355,0.0589453224,0.0564687375,0.0614910937,
Cholera,1,0.9752205895,0.0589933751,0.0565151831,0.0615407752,
Cholera,1,0.9763784485,0.0590414945,0.0565616921,0.0615905269,
Cholera,1,0.9778432227,0.0590896675,0.0566082524,0.0616403347,
Cholera,1,0.9810858107,0.0591379551,0.0566549205,0.061690264,
Cholera,1,0.9817517604,0.059186263,0.0567016089,0.0617402137,
Cholera,1,0.9825846981,0.0592346116,0.0567483364,0.0617902057,
Cholera,1,0.9854820167,0.0592831311,0.0567952242,0.0618403795,
Cholera,1,0.9874495611,0.0593317816,0.0568422351,0.0618906922,
Cholera,1,0.9908557464,0.0593805223,0.0568893314,0.0619411005,
Cholera,1,0.9920842921,0.0594293539,0.0569365135,0.0619916047,
Cholera,1,0.9921206286,0.0594781926,0.0569837034,0.0620421151,
Cholera,1,0.9922351398,0.0595270382,0.0570309012,0.0620926316,
Cholera,1,0.9933845267,0.0595758979,0.0570781134,0.0621431617,
Cholera,1,0.995732637,0.0596248562,0.0571254187,0.0621937963,
Cholera,1,0.9959352335,0.0596738217,0.0571727319,0.062244437,
Cholera,1,0.9967775496,0.0597228297,0.057220086,0.062295122,
Cholera,1,1,0.0597228297,0.057220086,0.062295122,6904
Cholera,1,1.0008815658,0.059771959,0.0572675543,0.0623459356,
Cholera,1,1.0015647454,0.059821153,0.0573150841,0.0623968172,
Cholera,1,1.003772683,0.0598704263,0.0573626891,0.0624477825,
Cholera,1,1.0040109572,0.0599196997,0.0574102953,0.0624987463,
Cholera,1,1.0044046057,0.0599689875,0.0574579164,0.0625497242,
